Name,Gender,Location,Birthdate,Blood Group,Phone,Department,Enrolled Year,Completed Credits,Current CGPA
Samantha Gallegos,Female,Agargaon,"Tue, May 01, 2001",O+,+880152040822,ESS,2022,39,2.14
Catherine Dennis,Male,Baridhara,"Mon, Mar 25, 2002",A-,+880159965561,EEE,2017,129,3.51
Alexandra Gordon,Female,Pallabi,"Mon, Dec 30, 2002",B+,+880139784216,Law,2015,136,2.49
Laura Bird,Female,Sher-e-Bangla Nagar,"Tue, Nov 17, 1998",B+,+880134902248,BBS,2020,117,3.44
Craig Snyder,Female,Wari,"Mon, Nov 06, 2000",AB+,+880172835778,BBS,2022,45,3.91
Thomas Vargas,Female,Dakshinkhan,"Fri, Mar 02, 2001",AB-,+880181257754,ESS,2015,132,1.52
Cory Pitts,Female,Shyampur,"Wed, Oct 20, 1999",A+,+880138633784,Archi,2018,111,2.15
Madeline Warren,Male,Motijheel,"Tue, Nov 28, 2000",B+,+880168388115,Archi,2016,126,2.55
Jacqueline Yang,Female,Nimtoli,"Wed, Aug 15, 2001",O+,+880196834650,ENH,2021,48,3.07
Jennifer Miller,Female,Sher-e-Bangla Nagar,"Thu, Nov 09, 2000",A+,+880154968461,MNS,2016,129,1.87
Jeremiah Hall,Male,Farmgate,"Thu, Oct 14, 1999",O+,+880142318255,BBS,2022,33,3.55
Kim Rogers,Female,Uttara,"Mon, Jan 10, 2000",A-,+880177351164,MNS,2016,123,3.24
Steven Conner,Male,Dakshinkhan,"Fri, Jan 15, 1999",A-,+880177100470,ENH,2018,102,2.69
Michael Terry,Female,Wari,"Tue, May 02, 2000",B-,+880182579284,BBS,2023,3,1.54
Jill Black,Female,Lalbagh,"Thu, Jan 11, 2001",A-,+880199211558,ENH,2021,54,3.14
Kristina Wong,Female,Demra,"Fri, Sep 04, 1998",B+,+880166397523,CSE,2016,123,3.61
Brian Thomas,Female,Mohammadpur,"Tue, Apr 08, 2003",O+,+880156156084,EEE,2018,111,3.26
Mark Ramos,Female,Baridhara,"Thu, Aug 23, 2001",B+,+880187327810,BBS,2019,84,1.60
Casey Goodman,Female,Hazaribagh,"Fri, Oct 05, 2001",AB+,+880148923278,ESS,2015,123,1.73
Kristen Greer,Male,Vatara,"Thu, Mar 28, 2002",B-,+880173010496,ESS,2021,57,3.95
Amy Morgan,Male,Badda,"Fri, Apr 12, 2002",B+,+880130155398,MNS,2015,123,3.82
David Hall,Female,Badda,"Mon, Jan 20, 2003",O+,+880162613492,Archi,2018,87,2.14
Julie Moreno,Male,Mirpur,"Sun, Oct 10, 1999",AB-,+880167554452,ENH,2020,63,3.32
John Harris,Male,Tejgaon,"Tue, Jun 15, 1999",AB-,+880154792364,ENH,2019,90,2.86
Natalie Parker,Female,Vatara,"Sun, Dec 08, 2002",AB+,+880193117912,Pharma,2018,63,2.77
Joseph Nichols,Female,Motijheel,"Sun, Jan 26, 2003",O+,+880140488538,BBS,2020,78,3.03
Jared Rodgers,Male,Mirpur,"Thu, Sep 23, 1999",A-,+880173188889,CSE,2023,15,2.78
Jimmy Cisneros,Male,Khilkhet,"Sun, Oct 20, 2002",O+,+880148973168,EEE,2016,126,2.57
Heather Fuller,Female,Tejgaon,"Fri, Aug 10, 2001",B+,+880136667612,MNS,2019,114,3.08
Ashley Green,Male,Wari,"Mon, Mar 13, 2000",A+,+880142751575,BBS,2022,51,3.51
Kimberly Gomez,Male,Badda,"Mon, May 18, 1998",B+,+880169963291,EEE,2019,87,2.90
Eddie Smith,Female,Tejgaon,"Sat, Jul 28, 2001",O+,+880137993551,Archi,2021,39,3.52
Steven Luna,Female,Bashundhara,"Sun, Jan 02, 2000",O-,+880171342583,ENH,2023,3,2.21
Barbara Henry,Female,Jurain,"Fri, Jan 18, 2002",O+,+880175318053,Law,2022,45,3.48
Michael Wyatt,Male,Ramna,"Sat, Jun 29, 2002",O-,+880194723100,Law,2015,129,3.65
Debbie Ali,Female,Uttara,"Thu, Nov 22, 2001",AB-,+880130668356,Law,2020,63,3.15
Angela Green,Female,Jurain,"Wed, Aug 18, 1999",A+,+880149773337,Archi,2016,132,3.66
Susan Gregory,Female,Gulshan,"Sat, Oct 13, 2001",AB-,+880130524517,Law,2022,45,1.80
James Flynn,Female,Bashundhara,"Wed, Oct 13, 1999",O+,+880191230639,EEE,2019,96,3.08
Nicole Barnes,Female,Abdullahpur,"Fri, Jul 30, 1999",B+,+880194770660,Law,2021,27,2.32
Stacey Bailey,Female,Kafrul,"Mon, Jul 06, 1998",B+,+880169731184,EEE,2021,51,3.61
Angela Lang,Female,Beraid,"Tue, Jan 28, 2003",AB+,+880169972674,CSE,2015,123,2.40
Michelle Walker,Female,Baridhara,"Tue, May 14, 2002",AB+,+880176787887,Law,2021,24,2.05
Carlos Manning,Male,Dakshinkhan,"Fri, May 29, 1998",B+,+880193976793,BBS,2022,42,3.76
Kayla Conrad,Male,Gulshan,"Sat, Mar 01, 2003",AB+,+880164498294,BBS,2023,9,3.92
Crystal Gordon,Male,Kafrul,"Thu, May 04, 2000",B+,+880196949927,MNS,2018,69,2.82
Kimberly Mcgrath,Male,Rampura,"Tue, Jul 10, 2001",AB+,+880133141202,ESS,2022,33,3.78
Traci Guzman,Male,Kamalapur,"Thu, Jun 21, 2001",B+,+880179936931,Law,2018,66,2.67
Michael Hill,Male,Mohammadpur,"Sat, Dec 04, 1999",B+,+880156518284,Law,2015,123,1.74
Austin King,Male,Kamrangirchar,"Sun, Apr 18, 1999",A-,+880175807504,EEE,2020,81,1.92
Julia Wong,Male,Tejgaon,"Mon, Dec 10, 2001",O+,+880155414753,MNS,2023,18,1.97
Cynthia Ball,Male,Lalbagh,"Tue, Jan 30, 2001",A-,+880198405939,EEE,2017,132,1.56
Chelsey Palmer,Male,Farmgate,"Wed, Feb 03, 1999",A-,+880192384581,EEE,2022,45,2.74
Angela Barker,Female,Kamrangirchar,"Fri, Nov 19, 1999",B-,+880132432999,ENH,2023,3,3.36
Timothy Smith,Male,Banani,"Tue, Jan 19, 1999",A+,+880132132724,Pharma,2015,129,2.44
Monica Jones,Female,Uttara,"Sat, Apr 15, 2000",AB-,+880195973073,BBS,2020,63,3.24
Alicia Webb,Female,Bashundhara,"Mon, Dec 14, 1998",B+,+880172126336,EEE,2022,27,3.44
Justin Lopez,Male,Mohammadpur,"Thu, Sep 23, 1999",O+,+880178989276,ENH,2016,129,3.60
Christine Arnold,Female,Baridhara,"Sat, Mar 18, 2000",O+,+880163418120,BBS,2016,136,1.89
Trevor Butler,Female,Khilkhet,"Sun, Jun 20, 1999",O-,+880139675687,MNS,2015,123,2.42
Paul Flores,Male,Shyampur,"Sat, Oct 06, 2001",O+,+880180120199,CSE,2019,117,1.91
Richard Ellison,Male,Paltan,"Sat, Dec 15, 2001",AB-,+880185617595,Pharma,2017,129,2.34
Eric Bender,Female,Sher-e-Bangla Nagar,"Tue, Jul 23, 2002",B+,+880134298850,ENH,2019,90,2.92
Robert Clark,Female,Kazipara,"Mon, Jul 27, 1998",B+,+880151262103,ESS,2021,39,3.70
Daniel Young,Female,Bashundhara,"Wed, Jul 19, 2000",O-,+880148307151,Law,2023,15,2.67
Matthew Moore,Male,Sadarghat,"Tue, Mar 16, 1999",A+,+880161361269,MNS,2015,132,1.58
Casey Hunt,Male,Shahbagh,"Sun, Jul 05, 1998",B-,+880165724371,Law,2021,27,3.67
Sophia Bryant,Male,Baridhara,"Mon, Dec 31, 2001",B-,+880157713995,Law,2019,87,2.02
Sara Bridges,Female,Mohammadpur,"Thu, Oct 03, 2002",O-,+880130958015,MNS,2023,21,1.97
Danny Smith,Male,Rampura,"Sun, Jan 16, 2000",AB-,+880152604979,BBS,2016,129,2.22
Bobby Krause,Female,Gabtali,"Fri, Apr 04, 2003",B+,+880172086974,Law,2020,69,1.55
Logan Soto,Male,Vatara,"Sat, Sep 23, 2000",B+,+880133862739,Archi,2016,132,3.78
Laura Hughes,Female,Hazaribagh,"Mon, Dec 25, 2000",O-,+880193963988,Archi,2020,111,1.98
Jesus Rogers,Female,Shahbagh,"Fri, Mar 16, 2001",AB-,+880148875421,Archi,2022,60,4.00
Catherine Ramos,Female,Jurain,"Fri, Jan 12, 2001",O-,+880194745452,Pharma,2022,36,2.97
Christina Rollins,Female,Mohakhali,"Mon, Nov 05, 2001",AB+,+880198362715,Pharma,2016,129,3.99
Melissa Wilson,Female,Abdullahpur,"Fri, Jan 21, 2000",A-,+880180069899,ENH,2019,96,1.71
Bradley Underwood,Female,Vatara,"Sun, Jan 13, 2002",AB-,+880132380886,Archi,2017,136,3.96
Hannah Thompson,Male,Mohakhali,"Wed, Mar 24, 1999",AB+,+880161233294,CSE,2023,3,1.81
Kristin Davis,Male,Nimtoli,"Fri, Jul 16, 1999",AB-,+880158789741,Law,2018,102,2.83
Joseph Welch,Female,Kamalapur,"Sat, Jul 20, 2002",B+,+880143535410,BBS,2015,126,3.47
Ashley Blair,Male,Paltan,"Wed, Aug 05, 1998",O-,+880173177408,MNS,2016,126,2.42
Debra Shelton,Male,Tejgaon,"Sat, Jul 29, 2000",O-,+880175730336,BBS,2019,93,3.56
Shelby Foster,Female,Khilkhet,"Wed, May 26, 1999",O+,+880181797921,CSE,2018,84,3.96
Benjamin Juarez,Male,Shahbagh,"Fri, Jan 31, 2003",B-,+880152555078,ENH,2018,87,3.05
John Robbins,Female,Motijheel,"Tue, Apr 30, 2002",O-,+880130402404,Archi,2019,108,3.71
Nathan Andrade,Female,Pallabi,"Mon, Dec 28, 1998",B-,+880171652898,Law,2016,123,2.56
Nancy Davis,Male,Kamalapur,"Sun, Feb 21, 1999",AB-,+880130507469,EEE,2016,123,2.59
Andrew Oconnor,Male,Khilkhet,"Thu, Oct 14, 1999",AB+,+880155121627,MNS,2021,51,2.93
Lisa Lewis,Female,Khilkhet,"Sun, Apr 21, 2002",B-,+880176216660,BBS,2018,93,1.72
Arthur Lozano,Male,Mohakhali,"Sat, Feb 24, 2001",A-,+880179552081,Pharma,2018,72,1.60
Ashley Gallagher,Female,Baridhara,"Tue, Mar 19, 2002",AB-,+880134216792,EEE,2023,6,1.77
Jason Bautista,Female,Kazipara,"Sun, Dec 08, 2002",B-,+880158147552,CSE,2020,120,2.03
Keith Smith,Female,Paltan,"Tue, Dec 14, 1999",O+,+880182941418,CSE,2015,126,2.17
Jeffrey Clark,Male,Dhanmondi,"Sat, May 02, 1998",B+,+880152356407,CSE,2019,114,2.26
Johnny Walker,Male,Kazipara,"Thu, May 16, 2002",A+,+880143665936,ESS,2020,81,3.91
Dennis Griffin,Female,Banani,"Fri, Oct 09, 1998",O+,+880142710526,ESS,2017,132,2.61
Neil Cruz,Female,Kazipara,"Mon, Jul 15, 2002",A+,+880156475383,ESS,2022,30,3.52
Raymond Coleman,Male,Shyampur,"Sat, Mar 08, 2003",A+,+880187575883,Law,2019,117,3.84
Dawn Mullins,Male,Dakshinkhan,"Sun, Sep 22, 2002",B+,+880160198761,ESS,2017,126,3.36
Tracey Powers,Female,Banasree,"Sat, Feb 03, 2001",O+,+880142344277,BBS,2017,129,2.49
John Chavez,Female,Mohammadpur,"Thu, Dec 12, 2002",O+,+880188975673,ESS,2023,6,2.50
Mark Leblanc,Male,Motijheel,"Sun, Nov 28, 1999",AB+,+880169757170,EEE,2019,75,1.50
Corey Smith,Male,Abdullahpur,"Sun, May 27, 2001",O-,+880140849146,CSE,2016,129,2.91
Angela Allen,Male,Shyampur,"Sun, Aug 18, 2002",B+,+880137241765,EEE,2018,84,3.56
Donna Williams,Male,Shyampur,"Mon, Oct 21, 2002",A+,+880173509667,ESS,2023,15,2.97
Michael Baker,Female,Banasree,"Sun, Dec 13, 1998",O-,+880159734479,EEE,2021,45,3.06
Dana Nunez,Male,Bashundhara,"Sat, Sep 08, 2001",O+,+880178369391,Pharma,2016,132,1.88
Katelyn Shepard,Male,Demra,"Tue, Nov 14, 2000",AB-,+880186658587,EEE,2017,132,2.11
Joanne Robinson,Female,Uttarkhan,"Mon, Jun 21, 1999",B+,+880167395911,EEE,2022,36,1.56
Julia Freeman,Female,Kamrangirchar,"Sat, Aug 10, 2002",A-,+880154852644,Archi,2019,93,3.89
Eric Bailey,Female,Demra,"Sat, Dec 15, 2001",B-,+880167984791,BBS,2023,3,1.51
Tyler Villarreal,Male,Motijheel,"Sun, Feb 09, 2003",A-,+880142820453,ENH,2015,132,1.67
Michelle Johnson,Male,Gulshan,"Thu, Sep 24, 1998",A-,+880158567009,ENH,2015,132,1.81
Karen Mcdonald,Female,Uttarkhan,"Tue, Jun 30, 1998",A-,+880169250654,ESS,2015,126,2.81
Jessica Fox MD,Male,Khilkhet,"Sat, Oct 13, 2001",O-,+880162983763,CSE,2018,66,1.63
Brandi Rivera,Female,Mohammadpur,"Mon, May 20, 2002",A-,+880191831332,BBS,2023,9,1.68
Ruth Washington,Male,Khilgaon,"Tue, Jan 16, 2001",AB-,+880175944166,MNS,2015,129,1.51
Kelly Weber,Female,Kamalapur,"Tue, Jul 14, 1998",A+,+880166358256,BBS,2019,117,2.09
David Patterson,Female,Bashundhara,"Thu, Apr 22, 1999",AB+,+880143957068,Pharma,2016,136,2.69
Brian Black,Female,Rampura,"Wed, Dec 20, 2000",B-,+880187144217,Law,2017,126,1.50
Noah Scott,Male,Shyampur,"Tue, Mar 07, 2000",O-,+880192036401,Law,2017,123,1.89
Angel Gonzalez,Male,Uttara,"Mon, Jul 02, 2001",AB-,+880189256305,Law,2020,96,3.33
Sabrina Simpson,Male,Kafrul,"Mon, Aug 19, 2002",A+,+880147638172,BBS,2022,45,2.31
Allison Taylor,Male,Banasree,"Fri, Jun 28, 2002",AB+,+880158037442,MNS,2022,42,2.23
Brian Roberts,Male,Kazipara,"Tue, Mar 25, 2003",O+,+880179553319,EEE,2021,54,3.23
Bryan Stewart,Female,Sher-e-Bangla Nagar,"Sun, Jul 15, 2001",O+,+880173691416,Law,2022,54,1.75
Michael Ellis,Female,Demra,"Wed, Mar 08, 2000",O-,+880167733550,MNS,2021,60,3.31
Erin Davis,Male,Paltan,"Sun, May 19, 2002",O+,+880198160642,ENH,2015,132,2.62
Cynthia Medina,Male,Baridhara,"Wed, Sep 09, 1998",A+,+880199168788,Pharma,2016,132,1.67
Katherine Mendez,Female,Kafrul,"Sun, Jan 21, 2001",B+,+880139327645,Pharma,2021,39,3.07
Connor Hudson,Male,Agargaon,"Wed, May 29, 2002",B-,+880135345169,CSE,2022,45,2.46
James Gray,Male,Dhanmondi,"Sat, Jan 29, 2000",B-,+880160479194,BBS,2016,129,3.98
Adrian Anderson,Female,Vatara,"Thu, Dec 24, 1998",AB-,+880146567118,Archi,2016,123,3.15
Nicholas Clark,Male,Mohammadpur,"Thu, Jun 08, 2000",O+,+880169873502,MNS,2015,126,2.04
Emily Walker,Male,Gulshan,"Mon, Dec 24, 2001",O+,+880136916014,Law,2015,129,1.63
Brian Brock,Female,Tejgaon,"Fri, Jun 21, 2002",AB-,+880144900237,Pharma,2016,136,3.60
Stephanie Ford,Female,Gabtali,"Thu, Dec 30, 1999",A+,+880187056187,Law,2018,102,2.94
Jeffrey Patel,Female,Kamrangirchar,"Wed, Jun 28, 2000",AB-,+880144149192,MNS,2016,129,3.05
Eric Smith,Female,Dhanmondi,"Sun, Aug 19, 2001",A-,+880131493181,CSE,2022,45,2.97
Laura Ward,Female,Mirpur,"Thu, Jul 20, 2000",B+,+880170196902,BBS,2019,93,2.53
Adam Vega,Female,Gabtali,"Sun, Jun 27, 1999",AB-,+880137568041,BBS,2017,129,2.02
Garrett Murphy,Male,Banasree,"Mon, Nov 04, 2002",O+,+880148996713,Pharma,2022,57,3.96
Amanda Martin,Male,Mohakhali,"Sun, Feb 14, 1999",B+,+880191502374,Pharma,2015,126,3.23
Kimberly Cunningham,Female,Mirpur,"Sat, Jun 05, 1999",B-,+880151798136,MNS,2015,129,3.14
Brad Bryant,Female,Agargaon,"Sun, Jun 13, 1999",B+,+880151701730,BBS,2017,129,3.93
Ryan Harris,Male,Wari,"Sat, Sep 12, 1998",AB-,+880152503940,EEE,2015,132,3.90
Cory Flores,Male,Beraid,"Tue, Aug 24, 1999",A+,+880172554010,EEE,2017,136,2.31
John Gentry,Female,Tejgaon,"Thu, Sep 07, 2000",A-,+880136748978,Law,2015,132,1.66
Anthony Kaufman,Male,Banasree,"Wed, Oct 20, 1999",AB+,+880161017729,MNS,2015,126,3.58
Deanna Chase,Male,Shahbagh,"Sat, Mar 06, 1999",AB+,+880170147651,Pharma,2022,51,2.55
Daniel Wheeler,Female,Motijheel,"Sun, Jan 09, 2000",B+,+880168810367,EEE,2020,108,1.72
Tyler Mclean,Male,Banasree,"Tue, Jan 28, 2003",AB-,+880171057842,MNS,2020,96,2.49
Kimberly Pugh,Female,Ramna,"Fri, Nov 20, 1998",A+,+880164951427,BBS,2016,129,3.68
Tara Sloan,Male,Farmgate,"Thu, Jun 25, 1998",AB+,+880192448926,Pharma,2015,132,3.46
Debbie Davis,Male,Paltan,"Mon, Jan 08, 2001",AB-,+880135788361,MNS,2019,105,4.00
Timothy Lloyd,Female,Paltan,"Mon, Aug 06, 2001",O-,+880179857482,ESS,2015,132,3.22
Shannon Morrow,Male,Jurain,"Sat, Aug 10, 2002",O-,+880165928442,Law,2020,66,3.88
Donald Miller,Female,Motijheel,"Mon, Jul 22, 2002",AB+,+880169449691,ESS,2021,24,2.77
Michael Blackwell,Male,Khilgaon,"Mon, Jan 21, 2002",AB-,+880191085045,ENH,2016,132,2.02
Mark Dixon,Female,Jurain,"Mon, Jul 31, 2000",B-,+880158026631,Pharma,2016,129,2.55
Michael Rodriguez,Male,Mohakhali,"Sat, Oct 13, 2001",A-,+880133657583,ENH,2015,126,3.32
Tammy Huynh,Female,Cantonment area,"Tue, Dec 14, 1999",A+,+880195446877,MNS,2020,93,3.15
Russell Phillips,Female,Mohakhali,"Sun, Dec 12, 1999",A+,+880193877943,Archi,2022,60,1.60
Kenneth Jones,Female,Dhanmondi,"Sun, Feb 07, 1999",AB-,+880193882728,Pharma,2016,129,2.70
Karen Wilson,Male,Agargaon,"Tue, Oct 12, 1999",B+,+880151128994,Archi,2023,18,2.02
Colleen Logan,Female,Uttara,"Sun, Apr 19, 1998",AB+,+880164937335,ESS,2023,12,2.50
David Saunders,Female,Badda,"Sat, Jan 25, 2003",O-,+880177010198,EEE,2021,60,2.37
Raymond Hill,Male,Banani,"Fri, Dec 06, 2002",AB-,+880192035074,ESS,2021,51,2.23
Lisa Rodriguez,Female,Nimtoli,"Tue, Jul 07, 1998",O+,+880187487537,Pharma,2023,9,2.54
Joseph Romero,Female,Uttara,"Fri, Mar 22, 2002",A-,+880199089177,ENH,2019,102,2.36
Joseph Davis,Male,Lalbagh,"Thu, May 21, 1998",B-,+880184263587,Archi,2020,66,2.58
Jack Cook,Male,Khilkhet,"Sat, Nov 13, 1999",B+,+880153292270,BBS,2016,129,3.63
Jennifer Morgan,Female,Shahbagh,"Mon, Oct 25, 1999",O+,+880183287069,MNS,2019,93,2.73
Joshua Collins,Female,Badda,"Thu, Jan 28, 1999",AB+,+880196147286,ENH,2021,36,2.73
Matthew Sanchez,Female,Tejgaon,"Fri, Apr 26, 2002",AB-,+880152051346,ENH,2020,96,2.58
Dale Parker,Female,Banasree,"Sun, Jun 16, 2002",A+,+880178256085,Law,2023,18,2.04
Juan Lee,Female,Gulshan,"Tue, Feb 06, 2001",O+,+880134465343,ESS,2020,63,2.37
Cynthia Hernandez,Male,Badda,"Tue, Nov 20, 2001",O-,+880171692305,BBS,2017,132,1.69
Thomas Carney,Female,Dakshinkhan,"Thu, Jul 13, 2000",A-,+880166715708,CSE,2018,84,1.74
Wendy Thomas,Female,Kamrangirchar,"Mon, Jan 25, 1999",O-,+880178193563,BBS,2020,84,3.90
Tiffany Navarro,Male,Kazipara,"Tue, Dec 04, 2001",B-,+880164748604,MNS,2023,6,2.61
Ryan Garcia,Female,Kamalapur,"Tue, Aug 06, 2002",AB-,+880182956826,ESS,2022,48,3.09
Jesus Walton,Male,Mohammadpur,"Thu, Jan 07, 1999",AB-,+880184434314,Archi,2019,108,3.98
Lisa Ramos,Female,Paltan,"Mon, Sep 17, 2001",B+,+880141028015,MNS,2020,69,2.06
Marissa Brown,Male,Bashundhara,"Wed, Jun 17, 1998",B-,+880169675947,Archi,2021,57,2.38
Jesse Dixon,Female,Badda,"Tue, Apr 20, 1999",O+,+880163777006,MNS,2017,123,2.24
Andrew Dennis,Male,Mohammadpur,"Tue, Apr 10, 2001",A+,+880146418106,Archi,2018,102,3.27
Christina Kennedy,Female,Mirpur,"Tue, May 09, 2000",A-,+880194545469,ENH,2021,30,2.90
Brian Johnston,Male,Kazipara,"Thu, Jun 10, 1999",O+,+880190066444,Archi,2017,136,3.95
Jacob Thompson,Female,Tejgaon,"Sat, Jun 24, 2000",O-,+880182405958,BBS,2019,120,3.81
Daniel Wilson,Male,Tejgaon,"Sat, Dec 23, 2000",AB-,+880169191745,BBS,2021,39,3.08
William Long,Male,Hazaribagh,"Wed, Apr 29, 1998",AB-,+880164098066,Law,2019,72,3.44
Anna Mckenzie,Female,Rampura,"Wed, Jun 24, 1998",O+,+880147070655,ENH,2016,129,3.03
William Gillespie,Male,Agargaon,"Fri, Aug 06, 1999",B-,+880191249357,Law,2021,51,3.45
David Barnes,Male,Kazipara,"Thu, Sep 07, 2000",A+,+880157102774,EEE,2022,45,2.54
Jonathan Foster,Male,Shyampur,"Fri, Sep 24, 1999",AB-,+880134994879,ENH,2017,132,2.17
Erik Warren,Male,Mirpur,"Tue, Jan 30, 2001",AB+,+880190779921,Archi,2017,123,3.17
Michelle Crawford,Female,Ramna,"Fri, Feb 02, 2001",O-,+880157913564,MNS,2021,39,3.52
Miss Ashley Mullen,Male,Kamalapur,"Mon, May 17, 1999",O-,+880137287690,Law,2017,132,2.72
Timothy Grant,Male,Gulshan,"Fri, May 19, 2000",O+,+880152390766,MNS,2022,33,1.64
Brett Edwards,Female,Khilkhet,"Tue, Jul 24, 2001",AB-,+880199991777,CSE,2021,60,1.90
Shannon Foley,Male,Khilkhet,"Wed, Jan 02, 2002",B-,+880196787359,BBS,2022,45,3.17
Benjamin Jackson,Female,Kazipara,"Sun, Jan 19, 2003",B+,+880167405579,ENH,2020,102,1.76
Ashley Bryant,Female,Bashundhara,"Sun, Jun 28, 1998",A-,+880178791534,ESS,2018,84,3.36
Tammy Watson,Male,Khilkhet,"Fri, Dec 28, 2001",AB+,+880190421202,CSE,2015,132,3.23
Jessica Anderson,Male,Demra,"Mon, Mar 05, 2001",O-,+880145964034,Pharma,2016,129,1.76
Amy Williams,Male,Paltan,"Thu, Dec 24, 1998",O-,+880142147119,Archi,2016,132,3.84
Amanda Lawrence,Male,Khilkhet,"Sat, Mar 01, 2003",AB+,+880135882938,Pharma,2020,84,2.15
Jessica Edwards,Female,Rampura,"Wed, Nov 11, 1998",A+,+880171873815,Archi,2017,126,2.45
Debra Wright,Male,Mohammadpur,"Tue, Dec 15, 1998",B+,+880162817900,Archi,2023,15,3.84
Jaime Miller,Male,Dakshinkhan,"Sun, Aug 19, 2001",AB+,+880173483380,MNS,2022,51,3.91
Chris Hicks,Female,Hazaribagh,"Sat, Apr 14, 2001",O-,+880146552942,CSE,2020,84,2.67
Lisa Brooks,Female,Rampura,"Sat, Feb 03, 2001",B-,+880194536956,Law,2019,81,3.09
Craig Ortega,Female,Sadarghat,"Fri, Mar 10, 2000",O+,+880170548583,Archi,2018,99,2.74
Aaron Collins,Male,Badda,"Wed, Oct 23, 2002",O-,+880144482338,CSE,2015,126,3.06
Tiffany Thomas,Female,Shahbagh,"Tue, Dec 17, 2002",AB+,+880142971047,CSE,2017,132,1.66
Matthew Mendez,Female,Lalbagh,"Tue, Dec 25, 2001",A+,+880156470663,EEE,2020,102,2.00
James Grant,Female,Jurain,"Wed, Oct 04, 2000",O-,+880131836959,BBS,2023,18,2.65
Mrs. Jennifer Taylor,Male,Motijheel,"Tue, Jul 20, 1999",B+,+880173370258,ENH,2019,117,2.13
Michael Bates,Female,Khilgaon,"Sun, Apr 29, 2001",AB-,+880176348010,Archi,2019,108,2.92
Taylor Howell,Male,Sher-e-Bangla Nagar,"Sat, Mar 13, 1999",A+,+880198663858,Law,2016,123,3.88
Michelle Curry,Female,Motijheel,"Sun, Nov 29, 1998",AB-,+880178012894,Archi,2022,60,3.34
Matthew Gilbert,Male,Ramna,"Sun, May 21, 2000",B-,+880181256716,MNS,2016,129,1.79
Richard Cooper,Female,Abdullahpur,"Thu, Aug 12, 1999",O-,+880180575225,BBS,2015,123,3.65
Valerie Gutierrez,Male,Uttarkhan,"Tue, Sep 08, 1998",A-,+880143077564,BBS,2016,129,1.53
Laura Sullivan,Female,Lalbagh,"Sat, Sep 02, 2000",A+,+880170987795,ENH,2023,18,2.83
Joshua Anderson,Male,Abdullahpur,"Sun, Jun 13, 1999",A+,+880146746791,BBS,2021,24,1.53
Kerry Patton,Female,Ramna,"Tue, Jan 09, 2001",O-,+880164493790,MNS,2023,9,3.20
Charles Keith,Female,Tejgaon,"Fri, Aug 20, 1999",O-,+880188615234,CSE,2020,72,2.61
Deborah Barrett,Male,Cantonment area,"Fri, Sep 14, 2001",B+,+880135787694,Law,2018,114,1.73
Angela Reyes,Female,Kafrul,"Wed, Apr 17, 2002",AB+,+880155147688,MNS,2016,136,3.25
Brooke Johnson,Female,Uttara,"Thu, May 18, 2000",AB+,+880154807104,Pharma,2023,21,3.00
Danielle Ross,Female,Farmgate,"Tue, Apr 18, 2000",A-,+880160754912,Law,2022,33,3.63
Anthony Lopez,Female,Kazipara,"Tue, Jul 07, 1998",AB-,+880171031728,CSE,2017,123,2.06
David Johnson,Male,Nimtoli,"Fri, Apr 13, 2001",A+,+880148923100,ENH,2020,93,2.77
Anna Matthews,Male,Sadarghat,"Sat, Apr 08, 2000",A+,+880196999891,MNS,2017,129,3.62
Raymond Ferguson,Male,Khilkhet,"Tue, Dec 01, 1998",AB+,+880156741995,EEE,2015,129,1.63
Renee Jordan,Female,Rampura,"Sun, Mar 10, 2002",O+,+880173579898,MNS,2017,129,3.67
Jordan Tanner,Female,Kazipara,"Mon, Nov 13, 2000",B+,+880193196228,Law,2017,123,1.91
Shirley Daniels,Female,Kazipara,"Mon, May 18, 1998",O+,+880152600468,BBS,2018,78,1.52
Billy Shaw,Female,Baridhara,"Fri, Mar 26, 1999",B-,+880164019631,CSE,2019,114,2.09
Allison Francis,Male,Gulshan,"Sun, Apr 07, 2002",O-,+880156766128,ENH,2021,36,3.27
Stephen Flores,Female,Paltan,"Mon, Dec 27, 1999",AB-,+880170481265,ESS,2019,90,3.61
Joshua Hughes,Female,Paltan,"Tue, Jan 29, 2002",A+,+880172878867,ESS,2022,24,2.05
Heather Miller,Female,Badda,"Wed, Apr 22, 1998",O+,+880159075162,EEE,2019,78,3.20
Daniel Elliott,Female,Dhanmondi,"Sun, Feb 20, 2000",O+,+880190565440,EEE,2020,96,3.03
Angela Green,Male,Banani,"Wed, Dec 18, 2002",O-,+880191657250,Law,2022,30,2.40
Mr. Eric Johnson DDS,Male,Cantonment area,"Fri, Jun 01, 2001",AB+,+880168545932,Pharma,2023,18,2.05
Gary Snyder,Female,Mirpur,"Sat, Oct 14, 2000",AB+,+880139465225,EEE,2020,96,2.27
John Gibson,Male,Badda,"Sat, Mar 01, 2003",B-,+880166822739,Law,2015,136,2.68
Renee Crawford,Male,Mohakhali,"Tue, Nov 28, 2000",B-,+880167165233,EEE,2022,54,3.93
Stephanie Cole,Female,Paltan,"Wed, Mar 17, 1999",A+,+880160838503,MNS,2023,9,1.51
Benjamin Nolan,Female,Badda,"Tue, Feb 20, 2001",B-,+880185023247,BBS,2019,120,3.74
